id,title,description,body,url,posted,visible
40,FOX 19 - Dr. Levick on CyberKnife,Patient and doctor talk about CyberKnife treatment,"<p>
	FOX19 anchor Rob Williams talks with Dr. Elizabeth Levick and prostate cancer patient, Tom Clegg, about the ease of treatment with CyberKnife. It took just five treatments (versus the typical 40) and offered minimal side effects. Tom received his treatment at Cincinnati&#39;s The Urology Group.&nbsp;</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/svngVD1j6Hw?rel=0"" width=""420""></iframe></p>
",2014/03/25/fox-19-dr-levick-on-cyberknife,2014-03-25 13:25:21,1
64,PR Newswire - Kirsh comments on Healthcare Costs,Dr. Gary Kirsh gives perspective on federal budget affecting low cost ancillary services,"<p>
	Click image to read</p>
<p>
	<a href=""http://www.prnewswire.com/news-releases/president-obamas-2016-budget-threatens-access-to-low-cost-high-quality-health-care-290678531.html""><img alt="""" src=""/Media/540/PRNews_IOASE_Feb2015_sm_v2.jpeg"" style=""width: 500px; height: 704px;"" /></a></p>
",2015/02/04/pr-newswire-kirsh-comments-on-healthcare-costs,2015-02-04 10:41:32,1
8,Channel 12 - John Lomax talks with Dr. Phil Buffington about the importance of prostate cancer screening,Dr. Phil Buffington and John Lomax discuss importance of prostate cancer screening. ,"<p>
	<img alt="""" height=""196"" src=""/Media/281/DRBuffingtonJohnLomax.jpg"" style=""float: right; margin-left: 10px; margin-right: 10px;"" width=""263"" /></p>
<p>
	<br />
	Dr. Phil Buffington and John Lomax of Local 12 discuss the importance of prostate cancer screening. Lomax underwent the screening himself today at Southern Baptist Church in Avondale.</p>
<p>
	The screening was part of a community awareness effort sponsored by The Urology Group to raise awareness about prostate cancer. Today&#39;s event was co-sponsored by the Collective Empowerment Group.</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""http://www.youtube.com/embed/DQcuJGq6Y7A?rel=0"" width=""420""></iframe></p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>
",2012/06/16/channel-12-john-lomax-talks-with-dr-phil-buffington-about-the-importance-of-prostate-cancer-screening,2012-06-16 15:09:55,1
23,Fox19: Dr. Williams helps Fox19's Rob Williams face his fear pt. 1,The Urology Group's Dr. Williams discusses the benefits of prostate cancer screenings with Fox19's Rob Williams.,"<p>
	The Urology Group&#39;s Dr. Williams discusses the benefits of prostate cancer screenings with Fox19&#39;s Rob Williams in part one of a two-part segment. Rob is tested and faces one of his biggest fears -- prostate cancer.</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""http://www.youtube.com/embed/by5SAzEggHc?rel=0"" width=""420""></iframe></p>
",2013/05/07/fox19-dr-williams-helps-fox19-s-rob-williams-face-his-fear,2013-05-07 08:32:56,1
24,Fox19: Dr. Williams helps Fox19's Rob Williams face his fear pt. 2,"The Urology Group's Dr. Williams and his patient, prostate-cancer survivor Nick Greco, sit down with Fox19's Rob Williams to discuss prostate cancer.","<div id=""watch-description-text"">
	<p id=""eow-description"" title="""">
		The Urology Group&#39;s Dr. Williams and his patient, prostate-cancer survivor Nick Greco, sit down with Fox19&#39;s Rob Williams to discuss prostate cancer. The interview took place Tuesday, May 7, 2013.</p>
</div>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""http://www.youtube.com/embed/qRk7p1o5B8Q?rel=0"" width=""420""></iframe></p>
",2013/05/07/fox19-dr-williams-helps-fox19-s-rob-williams-face-his-fear-pt-2,2013-05-07 08:37:54,1
25,Morning News Anchors Sign-on As Honorary Race Chairmen,Local news anchors have joined together to promote The Urology Group's 10k/5k and prostate cancer awareness.,"<p>
	<img alt=""News Anchors"" class=""center"" src=""/Media/350/TUGRaceAnchors.jpeg"" /></p>
<p>
	Four morning anchors from local news stations have signed on to serve as honorary chairmen for The Urology Group&#39;s September 7 10K/5K race benefitting prostate cancer research.</p>
<p>
	On Friday, the anchors, John Lomax (WKRC &ndash; Local 12), Rob Williams (WXIX &ndash; Fox 19), Todd Dykes (WLWT &ndash; News 5) and Brian Yocono (WCPO &ndash; 9 On Your Side), came together for a photo shoot and PSA taping to promote the race and prostate cancer awareness.</p>
<p>
	For more information about the upcoming race please <a href=""http://urologygroup.com/calendar-of-events/2013/09/13/ZEROProstateCancerRunCincinnati/"">click here</a>.</p>
",2013/06/28/morning-news-anchors-sign-on-as-honorary-race-chairmen,2013-06-28 16:32:16,1
26,Channel 12: Botox For Overactive Bladder,Dr. Hertzman and his patient speak to Channel 12's Liz Bonis about the treatment. ,"<p>
	The Urology Group&#39;s Dr. Bernard Hertzman and his patient speak with Channel 12&#39;s Liz Bonis about using Botox injections for the treatment of overactive bladder.</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/KSqJlHu6Nyk?rel=0"" width=""420""></iframe></p>
",2013/07/08/channel-12-botox-for-overactive-bladder,2013-07-08 15:26:26,1
36,WLW-AM: Dr. Gary Kirsh discusses CyberKnife,Dr. Gary Kirsh discusses CyberKnife with WLW-AM's Bill Cunningham.,"<p>
	Dr. Gary Kirsh spoke with WLW-AM&#39;s Bill Cunningham about the pros and cons of the CyberKnife treatment for prostate cancer, now available in the Cincinnati area at The Urology Group. &nbsp;</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/BwcdCRBTeWg?rel=0"" width=""560""></iframe></p>
",2013/11/18/wlw-am-dr-gary-kirsh-discusses-cyberknife,2013-11-18 16:23:48,1
41,Business Courier Profiles The Urology Group and other Neighborhood Businesses,The Urology Group brings national renown to Midtown,"<p>
	The Cincinnati Business Courier highlights growing neihborhoods in Greater Cincinnati and Northern Kenutcky. This year&#39;s profile included The Urology Group, which has made its home in Midtown (aka Norwood) for more than twenty years. <a href=""/Media/427/Urology_group_column.pdf"" target=""_blank"">Click to read coverage.</a></p>
",2014/05/30/business-courier-profiles-the-urology-group-and-other-neighborhood-businesses,2014-05-30 11:54:22,1
39,WCPO's The List: Vasectomies during March Hoops,Dr. Marc Pliskin on why March is ideal for scheduling a vasectomy.,"<p>
	WCPO&#39;s Janell Walton talks with Dr. Marc Pliskin on the increase in vasectomies just before NCAA tournament games start!&nbsp;</p>
<p>
	Watch now: &nbsp;</p>
<p>
	<a href=""http://youtu.be/TQluIDl76VI"" target=""_blank""><img alt="""" src=""/Media/403/WCPO_Marc_Pliskin.jpg"" /></a></p>
<p>
	&nbsp;</p>
",2014/03/19/wcpo-s-the-list-vasectomies-during-march-hoops,2014-03-19 10:00:52,1
44,Ohio State Medical Association ,The Urology Group is recognized for supporting healthcare reform,"<p>
	<span style=""color: rgb(73, 56, 41); font-family: Helvetica, Arial, sans-serif; line-height: 1.2em;"">The Urology Group was recognized by the Ohio State Medical Association for its support of legislation aimed at reducing the cumbersome regulations that inhibit the practice of medicine and for supporting meaningful reforms for the health care industry.&nbsp;</span></p>
<p>
	<span style=""font-family: helvetica, arial, sans-serif; font-size: 12px; background-color: rgb(235, 235, 235);""><img alt="""" src=""/Media/439/OSMA_Dr KuhnandDrKirshRecognition.jpg"" /></span></p>
<p>
	&nbsp;</p>
",2014/06/26/ohio-state-medical-association-,2014-06-26 12:22:53,1
45,WLW-AM Dr. Alan Cordell,Dr. Alan Cordell comments on live on-air prostate exam,"<p>
	Dr. Alan Cordell talks about the minor league GM who planned to get a prostate exam during a game to raise awareness. Dr. Cordell explains the simplicity of the exam (quick, not painful) as compared to the value of it in terms of catching prostate cancer early.<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/DsJ72IV6NOQ"" width=""560""></iframe></p>
",2014/07/29/wlw-am-dr-alan-cordell,2014-07-23 04:18:28,1
30,Enquirer: 4 TV Anchors Unite to Fight Prostate Cancer,Cincinnati Enquirer (John Kiesewelter) - Bold move or TV anchors to unite in public service announcement. ,"<p>
	FOX19&rsquo;s Rob Williams gets credit for recruiting fellow morning news anchors John Lomas, Brian Yocono and Todd Dykes for a public service announcement promoting the ZERO Prostate Cancer 10k/5k Run on September 7.</p>
<p>
	<img alt="""" src=""/Media/358/8_21_13 Enquirer_TUG Race_Anchors Unite.pdf"" /></p>
",2013/08/21/enquirer-4-tv-anchors-unite-to-fight-prostate-cancer,2013-08-21 08:27:47,1
29,WLWT Covers Yard Sale to Benefit Prostate Cancer,"WLWT's Richard Chiles covers a yard sale in Mason, Ohio, in support of Prostate Cancer research. ","<p>
	WLWT&#39;s Richard Chiles interviewed Robbie Grischy, an 8th grader at Mason Middle School, about his efforts to support prostate cancer research. The youth is holding a yard sale on Saturday, September 1 with all proceeds going to the ZERO Prostate Cancer 10k/5k Run being sponsored by The Urology Group on September 7.</p>
<p>
	<a href=""http://www.wlwt.com/news/local-news/news-warren-county/Student-plans-massive-yard-sale-to-benefit-prostate-cancer-walk/-/13602148/21730476/-/147nj51/-/index.html"" target=""_blank"">Click here to watch.</a></p>
<p>
	<a href=""http://www.wlwt.com/news/local-news/news-warren-county/Community-helps-make-student-s-cancer-awareness-yard-sale-a-success/-/13602148/21734766/-/hpykk3z/-/index.html"" target=""_blank"">Follow-up clip.</a></p>
<p>
	<img alt="""" src=""/Media/357/Yard sale for prostate cancer.jpg"" /></p>
",2013/09/03/wlwt-covers-yard-sale-to-benefit-prostate-cancer,2013-09-03 07:34:34,1
28,FOX19 Interviews Student About Prostate Cancer,"Robbie Grischy, 8th grader at Mason Middle School, talks with FOX19 about raising funds and awareness for prostate cancer. ","<p>
	Robbie Grischy, 8th grader at Mason Middle School, talks about his efforts to raise funds and awareness for prostate cancer. He is sponsoring a yard sale on August 31 at his Mason home. All proceeds will go to The Urology Group&#39;s annual ZERO Prostate Cancer 10k/5k Event taking place September 7, 2013.</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/SufaIEukFqY?rel=0"" width=""420""></iframe></p>
",2013/08/30/fox-19-interviews-student-about-prostate-cancer,2013-08-30 12:59:41,1
32,WLWT - Channel 5 interviews prostate cancer survivor,WLWT - Channel 5 – Todd Dykes interviews cancer survivor Marcus Brooks ,"<p>
	WLWT - Channel 5 &ndash; Todd Dykes interviews cancer survivor Marcus Brooks about his early diagnosis of prostate cancer while Dr. Bob Schwartz talks about symptoms and the urgency for early diagnosis. All of this in anticipation of The Urology Group&rsquo;s ZERO Prostate Cancer 10k/5k on September 7.&nbsp;</p>
<p>
	&nbsp;</p>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/_BoXhokO-vY?rel=0"" width=""420""></iframe></p>
",2013/09/12/wlwt-channel-5-interviews-prostate-cancer-survivor,2013-09-06 12:31:52,1
27,TV anchors record public service announcement,"In a bold move, 4 TV anchors join to promote the Zero Prostate Cancer Run

","<p>
	Local morning TV anchors Rob Williams, John Lomax, &nbsp;Brian Yocono and Todd Dykes get high marks for joining together to record this public service announcement promoting the ZERO Prostate Cancer 10k/5k sponsored by The Urology Group.</p>
<div>
	This PSA has been distributed to all the &nbsp;TV stations here. The four guys also will attend the event, and the Survivors&rsquo; Breakfast before the start of the race.</div>
<div>
	&nbsp;</div>
<div>
	<a href=""http://cincinnati.com/blogs/tv/2013/08/21/4-anchors-unite-to-fight-prostate-cancer/"" target=""_blank"">Read more</a></div>
<div>
	&nbsp;</div>
<div>
	&nbsp;</div>
<p>
	<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""//www.youtube.com/embed/WShcPC7wnL0?rel=0"" width=""560""></iframe></p>
",2013/08/22/cincinnati-enquirer-4-tv-anchors-unite-to-fight-prostate-cancer,2013-08-19 08:17:44,1
